,property_id,listing_id,prop_type,latitude,longitude,address,price,price_max,price_min,link,description
0,9007626047,2959645239,[{type:home,41.92398,-87.697593,2340 N California Ave,null,3380,3380,https://www.realtor.com/realestateandhomes-detail/2340-N-California-Ave_Chicago_IL_60647_M90076-26047,"{ beds :null, beds_max :2, beds_min :1, baths_min :1, baths_max :2, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :1321, sqft_min :462, name : Noca Blu , sub_type :null, type : apartment , year_built :null"
1,8002932843,2949506142,[{type:home,41.750045,-87.6673,1735 W 79TH ST,null,760,760,https://www.realtor.com/realestateandhomes-detail/1735-W-79th-St_Chicago_IL_60620_M80029-32843,"{ beds :null, beds_max :2, beds_min :0, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :915, sqft_min :400, name : 1735 W 79th , sub_type :null, type : apartment , year_built :null"
2,8609982816,2949505883,[{type:home,41.876605,-87.742419,4653 W JACKSON BLVD,null,980,980,https://www.realtor.com/realestateandhomes-detail/4653-W-Jackson-Blvd_Chicago_IL_60644_M86099-82816,"{ beds :null, beds_max :3, beds_min :1, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :1125, sqft_min :770, name : 4653 W Jackson Blvd , sub_type :null, type : apartment , year_built :null"
3,8696432436,2949506095,[{type:home,41.888557,-87.774687,447 N AUSTIN BLVD,null,1355,1355,https://www.realtor.com/realestateandhomes-detail/447-N-Austin-Blvd_Chicago_IL_60644_M86964-32436,"{ beds :null, beds_max :2, beds_min :2, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :800, sqft_min :750, name : 447 N Austin , sub_type :null, type : apartment , year_built :null"
4,7246978678,2949506196,[{type:home,41.730722,-87.65638,8951 S ADA ST,null,945,945,https://www.realtor.com/realestateandhomes-detail/8951-S-Ada-St_Chicago_IL_60620_M72469-78678,"{ beds :null, beds_max :3, beds_min :1, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :900, sqft_min :700, name : 8951 S Ada , sub_type :null, type : apartment , year_built :null"
5,9919754724,2949506115,[{type:home,41.749973,-87.59819,7946-7948 S Greenwood Ave,null,910,910,https://www.realtor.com/realestateandhomes-detail/7946-7948-S-Greenwood-Ave_Chicago_IL_60619_M99197-54724,"{ beds :null, beds_max :1, beds_min :1, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :546, sqft_min :546, name : 7948 S Greenwood , sub_type :null, type : apartment , year_built :null"
6,8921031153,2949506021,[{type:home,41.76596,-87.569808,2235 E 71ST ST,null,700,700,https://www.realtor.com/realestateandhomes-detail/2235-E-71st-St_Chicago_IL_60649_M89210-31153,"{ beds :null, beds_max :0, beds_min :0, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :300, sqft_min :300, name : 2235 E 71st , sub_type :null, type : apartment , year_built :null"
7,7032469402,2949505801,[{type:home,41.879132,-87.753733,5101 W MONROE ST,null,945,945,https://www.realtor.com/realestateandhomes-detail/5101-W-Monroe-St_Chicago_IL_60644_M70324-69402,"{ beds :null, beds_max :4, beds_min :1, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :925, sqft_min :500, name : 5101 W Monroe , sub_type :null, type : apartment , year_built :null"
8,7143581219,2949505907,[{type:home,41.675888,-87.633767,12000 S EGGLESTON AVE,null,1025,1025,https://www.realtor.com/realestateandhomes-detail/12000-S-Eggleston-Ave_Chicago_IL_60628_M71435-81219,"{ beds :null, beds_max :3, beds_min :1, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :940, sqft_min :616, name : 12000 S Eggleston , sub_type :null, type : apartment , year_built :null"
9,7568860733,2949506212,[{type:home,41.77229,-87.567853,6743 S OGLESBY AVE,null,760,760,https://www.realtor.com/realestateandhomes-detail/6743-S-Oglesby-Ave_Chicago_IL_60649_M75688-60733,"{ beds :null, beds_max :1, beds_min :0, baths_min :1, baths_max :1, baths_consolidated :null, garage :null, garage_min :null, garage_max :null, sqft :null, sqft_max :550, sqft_min :450, name : 6743 S Oglesby , sub_type :null, type : apartment , year_built :null"
